change_id,num_all_cochange,num_cloned_cochange,Percentage of Cloned Cochange
2421,805,202,0.25
2427,805,123,0.15
2434,805,140,0.17
2435,805,140,0.17
2436,805,1,0.00
2438,805,131,0.16
2439,805,133,0.17
2442,805,130,0.16
2443,805,208,0.26
2450,805,209,0.26
2455,805,122,0.15
2456,805,122,0.15
2459,805,122,0.15
2460,805,122,0.15
2464,805,140,0.17
2465,805,140,0.17
2468,805,141,0.18
2469,805,89,0.11
2471,805,122,0.15
2472,805,122,0.15
2476,805,123,0.15
2483,805,122,0.15
2484,805,122,0.15
2493,805,122,0.15
2494,805,122,0.15
2496,805,141,0.18
2497,805,89,0.11
2500,805,123,0.15
2501,805,133,0.17
2507,805,122,0.15
2508,805,201,0.25
2515,805,130,0.16
2516,805,208,0.26
2518,805,122,0.15
2519,805,122,0.15
2520,805,129,0.16
2521,805,122,0.15
2522,805,122,0.15
2523,805,122,0.15
2524,805,122,0.15
2525,805,123,0.15
2526,805,132,0.16
2527,805,122,0.15
2528,805,122,0.15
2529,805,122,0.15
2530,805,122,0.15
2531,805,122,0.15
2532,805,122,0.15
2535,805,139,0.17
2536,805,139,0.17
2537,805,139,0.17
2539,805,125,0.16
2540,805,125,0.16
2541,805,132,0.16
2542,805,122,0.15
2543,805,122,0.15
2545,805,122,0.15
2546,805,122,0.15
2547,805,129,0.16
2548,805,125,0.16
2549,805,125,0.16
2550,805,132,0.16
2551,805,122,0.15
2552,805,122,0.15
2553,805,122,0.15
2554,805,122,0.15
2555,805,122,0.15
2556,805,132,0.16
2557,805,122,0.15
2558,805,122,0.15
2559,805,124,0.15
2560,805,124,0.15
2561,805,124,0.15
2562,805,124,0.15
2563,805,124,0.15
2564,805,124,0.15
2566,805,139,0.17
2569,805,138,0.17
2572,805,140,0.17
2573,805,252,0.31
2574,805,22,0.03
2576,805,131,0.16
2577,805,133,0.17
2578,805,140,0.17
2579,805,140,0.17
2580,805,136,0.17
2584,805,123,0.15
2585,805,121,0.15
2586,805,121,0.15
2587,805,121,0.15
2591,805,131,0.16
2593,805,140,0.17
2594,805,140,0.17
2595,805,89,0.11
2598,805,100,0.12
2599,805,136,0.17
2600,805,140,0.17
2601,805,140,0.17
2602,805,92,0.11
2604,805,122,0.15
2605,805,122,0.15
2608,805,121,0.15
2609,805,121,0.15
2610,805,200,0.25
2614,805,128,0.16
2618,805,26,0.03
2619,805,89,0.11
2622,805,140,0.17
2623,805,140,0.17
2624,805,89,0.11
2629,805,126,0.16
2631,805,122,0.15
2632,805,146,0.18
2643,805,141,0.18
2644,805,89,0.11
2652,805,5,0.01
2654,805,139,0.17
2655,805,139,0.17
2656,805,139,0.17
2657,805,100,0.12
2663,805,140,0.17
2664,805,140,0.17
2665,805,89,0.11
2671,805,141,0.18
2672,805,89,0.11
2674,805,2,0.00
2677,805,138,0.17
2678,805,138,0.17
2679,805,138,0.17
2680,805,138,0.17
2681,805,89,0.11
2684,805,134,0.17
2687,805,92,0.11
2688,805,140,0.17
2689,805,140,0.17
2690,805,22,0.03
2695,805,92,0.11
2699,805,92,0.11
2707,805,140,0.17
2708,805,140,0.17
2709,805,128,0.16
2712,805,139,0.17
2713,805,139,0.17
2714,805,139,0.17
2715,805,89,0.11
2721,805,122,0.15
2722,805,202,0.25
2725,805,26,0.03
2726,805,89,0.11
2728,805,140,0.17
2729,805,157,0.20
2730,805,92,0.11
2732,805,140,0.17
2733,805,140,0.17
2734,805,109,0.14
2739,805,141,0.18
2746,805,89,0.11
2748,805,122,0.15
2749,805,122,0.15
2750,805,132,0.16
2757,805,140,0.17
2758,805,140,0.17
2759,805,46,0.06
2761,805,140,0.17
2762,805,140,0.17
2763,805,89,0.11
2764,805,139,0.17
2765,805,139,0.17
2766,805,139,0.17
2767,805,6,0.01
