"change_id","ccfinder","cloneworks","conqat","deckard","duplo","iclones","nicad5","simcad","simian"
"47729","47667, 47668, 47669, 47689, 47690, 47691, 47764, 47765, 47766","47723, 47764, 47765, 47766, 47819, 47881, 47919","47667, 47668, 47669, 47689, 47690, 47691, 47764, 47765, 47766",,,"47667, 47668, 47669, 47689, 47690, 47691, 47764, 47765, 47766","47764, 47765, 47766","47764, 47765, 47766","47667, 47668, 47669, 47689, 47690, 47691, 47764, 47765, 47766"
"47731","47735, 47736",,,"47737",,,,,
"47732","47735, 47736",,,,,,,,
"47733","47735, 47736","47625, 47666, 47723, 47724, 47725, 47726, 47735, 47736, 47737, 47738, 47739, 47740, 47748, 47815",,,,,,"47735, 47736, 47737, 47738, 47739, 47740",
"47734","47735, 47736","47625, 47666, 47723, 47724, 47725, 47726, 47735, 47736, 47737, 47738, 47739, 47740, 47748, 47815",,,,,,"47735, 47736, 47737, 47738, 47739, 47740",
"47735","47731, 47732, 47733, 47734","47605, 47631, 47666, 47676, 47682, 47721, 47723, 47726, 47733, 47734, 47737, 47738, 47739, 47740, 47748, 47815",,,,,,"47733, 47734, 47737, 47738, 47739, 47740",
"47736","47731, 47732, 47733, 47734","47605, 47631, 47666, 47676, 47682, 47721, 47723, 47726, 47733, 47734, 47737, 47738, 47739, 47740, 47748, 47815",,"47618, 47674, 47675, 47737, 47738, 47739, 47740, 47787, 47792, 47829, 47936",,,,"47733, 47734, 47737, 47738, 47739, 47740",
"47737","47739, 47740","47605, 47666, 47723, 47724, 47725, 47726, 47733, 47734, 47735, 47736, 47739, 47740, 47748",,"47731, 47736, 47739, 47740, 47787, 47792, 47829, 47936",,,,"47733, 47734, 47735, 47736, 47739, 47740",
"47738","47739, 47740","47605, 47666, 47723, 47724, 47725, 47726, 47733, 47734, 47735, 47736, 47739, 47740, 47748",,"47736, 47739, 47740, 47787, 47792, 47829, 47936",,,,"47733, 47734, 47735, 47736, 47739, 47740",
"47739","47737, 47738","47625, 47631, 47666, 47676, 47682, 47721, 47723, 47724, 47726, 47733, 47734, 47735, 47736, 47737, 47738, 47748",,"47736, 47737, 47738, 47787, 47792, 47829, 47936",,,,"47733, 47734, 47735, 47736, 47737, 47738",
"47740","47737, 47738","47625, 47631, 47666, 47676, 47682, 47721, 47723, 47724, 47726, 47733, 47734, 47735, 47736, 47737, 47738, 47748",,"47736, 47737, 47738, 47787, 47792, 47829, 47936",,,,"47733, 47734, 47735, 47736, 47737, 47738",
"47747",,,,,,"47814, 47815",,,
"47748",,"47719, 47723, 47726, 47733, 47734, 47735, 47736, 47737, 47738, 47739, 47740, 47815, 47817, 47820",,,,"47814, 47815",,"47815",
"47754",,"47659, 47666, 47676, 47682, 47694, 47698, 47704, 47705, 47706, 47707, 47717, 47719, 47721, 47723, 47724, 47725, 47726, 47755, 47756, 47757, 47758, 47759, 47760, 47761, 47785, 47817, 47818, 47819, 47820, 47821, 47878, 47881, 47909",,,,,,,
"47755",,"47598, 47599, 47600, 47601, 47602, 47603, 47631, 47666, 47676, 47682, 47694, 47704, 47705, 47706, 47707, 47719, 47721, 47723, 47724, 47725, 47726, 47754, 47756, 47757, 47758, 47759, 47760, 47761, 47785, 47817, 47818, 47819, 47820, 47821, 47878, 47881, 47919, 47939",,,,,,,
"47756",,"47605, 47625, 47631, 47633, 47666, 47676, 47682, 47694, 47704, 47705, 47706, 47707, 47719, 47721, 47723, 47724, 47725, 47726, 47754, 47755, 47757, 47758, 47759, 47760, 47761, 47785, 47817, 47818, 47819, 47820, 47821, 47869, 47878, 47881, 47909, 47922",,"47647, 47659, 47682, 47697, 47698, 47704, 47705, 47706, 47719, 47726, 47817, 47818, 48017",,,,,
"47757","47758, 47759","47605, 47625, 47631, 47633, 47659, 47666, 47676, 47682, 47692, 47694, 47698, 47704, 47705, 47706, 47707, 47719, 47721, 47723, 47724, 47725, 47726, 47754, 47755, 47756, 47758, 47759, 47760, 47761, 47785, 47817, 47818, 47819, 47820, 47821, 47850, 47878, 47881",,"47647, 47659, 47682, 47697, 47698, 47704, 47705, 47706, 47719, 47726, 47817, 47818, 48017",,"47719, 47720, 47721, 47722",,,
"47758",,"47625, 47631, 47659, 47666, 47676, 47682, 47694, 47704, 47705, 47706, 47707, 47717, 47719, 47721, 47723, 47724, 47725, 47726, 47754, 47755, 47756, 47757, 47759, 47760, 47761, 47785, 47817, 47818, 47819, 47820, 47821, 47850, 47867, 47868, 47869, 47878, 47881, 47909, 47919",,,,"47719, 47720, 47721, 47722",,,
"47759","47757, 47758, 47760, 47761","47625, 47633, 47659, 47666, 47676, 47682, 47694, 47704, 47705, 47706, 47707, 47719, 47721, 47723, 47724, 47725, 47726, 47754, 47755, 47756, 47757, 47758, 47760, 47761, 47785, 47817, 47818, 47819, 47820, 47821, 47850, 47860, 47869, 47870, 47878, 47881, 47907, 47908, 47909, 47919, 47922, 47925, 47926, 47927, 47928, 47929",,,,,,,
"47760",,"47625, 47633, 47666, 47676, 47682, 47694, 47704, 47705, 47706, 47707, 47719, 47721, 47723, 47724, 47725, 47726, 47754, 47755, 47756, 47757, 47758, 47759, 47761, 47785, 47817, 47818, 47819, 47820, 47821, 47867, 47868, 47869, 47870, 47878, 47881, 47892, 47939",,,,,,,
"47761","47759, 47760","47605, 47631, 47659, 47666, 47676, 47682, 47694, 47704, 47705, 47706, 47707, 47719, 47721, 47723, 47724, 47725, 47726, 47754, 47755, 47756, 47757, 47758, 47759, 47760, 47785, 47817, 47818, 47819, 47820, 47821, 47860, 47878, 47881, 47919, 47922",,,,,,,
"47764","47667, 47668, 47669, 47689, 47690, 47691, 47727, 47728, 47729","47723, 47727, 47728, 47729, 47819, 47881, 47919","47667, 47668, 47669, 47689, 47690, 47691, 47727, 47728, 47729",,,"47667, 47668, 47669, 47689, 47690, 47691, 47727, 47728, 47729","47727, 47728, 47729","47727, 47728, 47729","47667, 47668, 47669, 47689, 47690, 47691, 47727, 47728, 47729"
"47765","47667, 47668, 47669, 47689, 47690, 47691, 47727, 47728, 47729","47723, 47727, 47728, 47729, 47819, 47881, 47919","47667, 47668, 47669, 47689, 47690, 47691, 47727, 47728, 47729",,,"47667, 47668, 47669, 47689, 47690, 47691, 47727, 47728, 47729","47727, 47728, 47729","47727, 47728, 47729","47667, 47668, 47669, 47689, 47690, 47691, 47727, 47728, 47729"
"47766","47667, 47668, 47669, 47689, 47690, 47691, 47727, 47728, 47729","47723, 47727, 47728, 47729, 47819, 47881, 47919","47667, 47668, 47669, 47689, 47690, 47691, 47727, 47728, 47729",,,"47667, 47668, 47669, 47689, 47690, 47691, 47727, 47728, 47729","47727, 47728, 47729","47727, 47728, 47729","47667, 47668, 47669, 47689, 47690, 47691, 47727, 47728, 47729"
"47775",,"47659, 47682, 47785, 47860, 47881, 47919, 47922",,"47822, 47826, 47827",,,,,
"47778",,"47659, 47786, 47787, 47792, 47793, 47794, 47795, 47881",,,,"47786, 47787, 47788, 47789, 47790, 47791, 47792, 47793, 47794, 47795","47786, 47787, 47792, 47793, 47794, 47795",,"47786, 47787"
"47779","47790, 47791",,,,,"47787, 47788, 47789, 47790, 47791",,,
"47780","47790, 47791",,,,,"47787, 47788, 47789, 47790, 47791",,,
"47781","47790, 47791",,"47790, 47791",,,"47787, 47788, 47789, 47790, 47791",,,"47790, 47791"
"47782","47790, 47791",,"47790, 47791","47791",,"47787, 47788, 47789, 47790, 47791",,,"47790, 47791"
"47784",,,,"47629, 47630, 47642, 47643, 47647, 47650, 47651, 47654, 47671, 47674, 47677, 47693, 47719",,,,,
"47785",,"47659, 47676, 47682, 47694, 47704, 47754, 47755, 47756, 47757, 47758, 47759, 47760, 47761, 47775, 47817, 47881, 47919, 47922",,"47629, 47630, 47642, 47643, 47647, 47650, 47651, 47654, 47671, 47674, 47677, 47693, 47719",,,,,
"47786",,"47778, 47792, 47793, 47794, 47795, 47860, 47881","47787",,,"47778, 47787, 47792, 47793, 47794, 47795","47778, 47787, 47792, 47793, 47794, 47795","47787","47778"
"47787",,"47778, 47792, 47793, 47794, 47795, 47881, 47919","47786","47596, 47607, 47608, 47609, 47647, 47650, 47651, 47684, 47685, 47717, 47736, 47737, 47738, 47739, 47740, 47792, 47793, 47794, 47795, 47829, 47830, 47936",,"47778, 47779, 47780, 47781, 47782, 47786, 47792, 47793, 47794, 47795","47778, 47786, 47792, 47793, 47794, 47795","47786","47778"
"47788",,,,"47596, 47607, 47608, 47609, 47647, 47650, 47651",,"47778, 47779, 47780, 47781, 47782",,,
"47789",,,,,,"47778, 47779, 47780, 47781, 47782",,,
"47790","47779, 47780, 47781, 47782",,"47781, 47782",,,"47778, 47779, 47780, 47781, 47782",,,"47781, 47782"
"47791","47779, 47780, 47781, 47782",,"47781, 47782","47782",,"47778, 47779, 47780, 47781, 47782",,,"47781, 47782"
"47792",,"47778, 47786, 47787, 47860, 47881, 47919",,"47684, 47685, 47717, 47736, 47737, 47738, 47739, 47740, 47787, 47793, 47794, 47795, 47829, 47830, 47936",,"47778, 47786, 47787, 47794, 47795","47778, 47786, 47787, 47794, 47795","47794, 47795",
"47793",,"47778, 47786, 47787, 47860, 47881, 47919",,"47787, 47792, 47830",,"47778, 47786, 47787, 47794, 47795","47778, 47786, 47787, 47794, 47795","47794, 47795",
"47794",,"47659, 47778, 47786, 47787, 47881",,"47684, 47685, 47717, 47787, 47792, 47829, 47830",,"47778, 47786, 47787, 47792, 47793","47778, 47786, 47787, 47792, 47793","47792, 47793",
"47795",,"47659, 47778, 47786, 47787, 47881",,"47684, 47685, 47717, 47787, 47792, 47829",,"47778, 47786, 47787, 47792, 47793","47778, 47786, 47787, 47792, 47793","47792, 47793",
"47806",,"47725, 47819, 47881, 47922",,,,,,,
"47809",,"47682, 47838, 47881",,,,,"47838",,
"47814",,,,,,"47747, 47748",,,
"47815",,"47723, 47726, 47733, 47734, 47735, 47736, 47748, 47820",,,,"47747, 47748",,"47748",
"47817",,"47598, 47599, 47600, 47601, 47602, 47603, 47605, 47631, 47633, 47659, 47666, 47676, 47682, 47694, 47704, 47705, 47706, 47707, 47717, 47719, 47721, 47723, 47724, 47725, 47726, 47748, 47754, 47755, 47756, 47757, 47758, 47759, 47760, 47761, 47785, 47818, 47819, 47820, 47821, 47826, 47827, 47869, 47878, 47881, 47892, 47919, 47939",,"47704, 47705, 47706, 47719, 47726, 47756, 47757",,,,,
"47818",,"47633, 47666, 47676, 47682, 47694, 47704, 47705, 47706, 47707, 47719, 47721, 47723, 47724, 47725, 47726, 47754, 47755, 47756, 47757, 47758, 47759, 47760, 47761, 47817, 47819, 47820, 47821, 47867, 47868, 47869, 47878, 47885, 47887, 47888, 47889, 47890, 47891",,"47756, 47757",,,,,
"47819","47820, 47821","47659, 47666, 47676, 47682, 47694, 47704, 47705, 47706, 47707, 47719, 47721, 47723, 47724, 47725, 47726, 47727, 47728, 47729, 47754, 47755, 47756, 47757, 47758, 47759, 47760, 47761, 47764, 47765, 47766, 47806, 47817, 47818, 47820, 47821, 47850, 47878, 47881, 47892",,,,,,,
"47820",,"47605, 47631, 47666, 47676, 47682, 47694, 47704, 47705, 47706, 47707, 47717, 47719, 47721, 47723, 47724, 47725, 47726, 47748, 47754, 47755, 47756, 47757, 47758, 47759, 47760, 47761, 47815, 47817, 47818, 47819, 47821, 47850, 47878, 47881, 47909, 47919, 47922",,,,,,,
"47821","47819, 47820","47625, 47666, 47676, 47682, 47694, 47704, 47705, 47706, 47707, 47719, 47721, 47723, 47724, 47725, 47726, 47754, 47755, 47756, 47757, 47758, 47759, 47760, 47761, 47817, 47818, 47819, 47820, 47878, 47881, 47907, 47908, 47909, 47925, 47926, 47927, 47928, 47929",,,,,,,
"47822",,,,"47705, 47706, 47726, 47775, 47826",,,,,
"47824",,,,,,"47708",,,
"47826",,"47817, 47827",,"47705, 47706, 47726, 47775, 47822, 47827, 48035, 48036, 48037, 48043",,,,,
"47827",,"47817, 47826",,"47705, 47706, 47719, 47726, 47775, 47826, 48004, 48005, 48006, 48035, 48036, 48037, 48043, 48053",,,,,
"47828","47830",,,,,,,,
"47829","47830",,,"47608, 47609, 47684, 47685, 47717, 47736, 47737, 47738, 47739, 47740, 47787, 47792, 47794, 47795, 47936",,,,,
"47830","47828, 47829",,,"47787, 47792, 47793, 47794",,,,,
"47838",,"47682, 47809, 47881",,,,,"47809",,
"47850",,"47625, 47694, 47721, 47723, 47726, 47757, 47758, 47759, 47819, 47820, 47909, 48044",,,,,,,
"47860",,"47676, 47682, 47759, 47761, 47775, 47786, 47792, 47793, 47881, 47998, 48024",,,,,,,
"47867",,"47666, 47721, 47723, 47724, 47725, 47758, 47760, 47818, 47869",,,,,,,
"47868",,"47666, 47721, 47723, 47724, 47725, 47758, 47760, 47818, 47869",,,,,,,
"47869",,"47633, 47666, 47719, 47721, 47723, 47724, 47725, 47756, 47758, 47759, 47760, 47817, 47818, 47867, 47868","47633",,,,,"47633",
"47870",,"47633, 47759, 47760",,,,,,,
"47878",,"47666, 47676, 47682, 47694, 47704, 47705, 47706, 47707, 47719, 47721, 47723, 47724, 47725, 47726, 47754, 47755, 47756, 47757, 47758, 47759, 47760, 47761, 47817, 47818, 47819, 47820, 47821",,,,,,,
"47881",,"47605, 47631, 47659, 47666, 47676, 47682, 47694, 47721, 47724, 47726, 47727, 47728, 47729, 47754, 47755, 47756, 47757, 47758, 47759, 47760, 47761, 47764, 47765, 47766, 47775, 47778, 47785, 47786, 47787, 47792, 47793, 47794, 47795, 47806, 47809, 47817, 47819, 47820, 47821, 47838, 47860, 47919, 47922, 47998, 48024",,,,,,,
"47883",,,,"47884",,,,,
"47884",,,,"47883",,,,,
"47885","47886, 47887, 47888, 47889, 47890, 47891","47721, 47726, 47818, 47887, 47888, 47889, 47890, 47891","47887, 47888, 47889, 47890, 47891","47887, 47888, 47889, 47890",,,"47887, 47888, 47889, 47890, 47891","47887, 47888, 47889, 47890, 47891",
"47886","47885",,,,,,,,
"47887","47885","47726, 47818, 47885","47885","47885",,,"47885","47885",
"47888","47885","47726, 47818, 47885","47885","47885",,,"47885","47885",
"47889","47885","47726, 47818, 47885","47885","47885",,,"47885","47885",
"47890","47885","47721, 47726, 47818, 47885","47885","47885",,,"47885","47885",
"47891","47885","47723, 47726, 47818, 47885","47885",,,,"47885","47885",
"47892",,"47704, 47719, 47721, 47725, 47726, 47760, 47817, 47819",,,,,,,
"47907",,"47759, 47821, 47925, 47926, 47927, 47928, 47929",,,,,,,
"47908",,"47759, 47821, 47925, 47926, 47927, 47928, 47929",,,,,,,
"47909",,"47625, 47631, 47666, 47676, 47682, 47724, 47726, 47754, 47756, 47758, 47759, 47820, 47821, 47850, 47925, 47926, 47927, 47928, 47929, 48044",,,,,,,
"47919",,"47659, 47666, 47682, 47727, 47728, 47729, 47755, 47758, 47759, 47761, 47764, 47765, 47766, 47775, 47785, 47787, 47792, 47793, 47817, 47820, 47881, 47922",,,,,,,
"47920","47930",,"47930",,,,,,
"47922",,"47659, 47682, 47724, 47726, 47756, 47759, 47761, 47775, 47785, 47806, 47820, 47881, 47919",,,,,,,
"47925",,"47759, 47821, 47907, 47908, 47909",,,,,,,
"47926",,"47759, 47821, 47907, 47908, 47909",,,,,,,
"47927",,"47759, 47821, 47907, 47908, 47909",,,,,,,
"47928",,"47759, 47821, 47907, 47908, 47909",,,,,,,
"47929",,"47759, 47821, 47907, 47908, 47909",,,,,,,
"47930","47920",,"47920",,,,,,
"47936",,,,"47736, 47737, 47738, 47739, 47740, 47787, 47792, 47829",,,,,
"47938",,,,"47647, 47705, 47706",,,,,
"47939",,"47676, 47694, 47755, 47760, 47817, 47998",,,,,,,
"47998",,"47676, 47694, 47860, 47881, 47939, 48024, 48043",,"47609, 47613, 47614, 47615, 47618",,,,,
"48004",,,,"47719, 47827",,,,,
"48005",,,,"47719, 47827",,,,,
"48006","48023",,,"47719, 47827",,,,,
"48007",,"48023",,,,"48023",,,
"48008","48023","47726, 48023",,"48023",,"48023",,"48023, 48029","48023"
"48009","48023","47726, 48023",,"48023, 48024, 48025, 48026, 48027",,"48023",,"48023, 48029",
"48011",,"47607, 47608",,,,,,,
"48012",,"47607, 47608",,,,,,,
"48017",,,,"47697, 47698, 47705, 47706, 47726, 47756, 47757, 48047, 48048",,,,,
"48023","48006, 48008, 48009","47726, 48007, 48008, 48009",,"48008, 48009",,"48007, 48008, 48009",,"48008, 48009, 48029","48008"
"48024",,"47860, 47881, 47998",,"48009",,,,,
"48025",,,,"48009",,,,,
"48026",,,,"48009",,,,,
"48027",,,,"48009",,,,,
"48029",,,,"48051, 48052",,,,"48008, 48009, 48023",
"48035",,,,"47683, 47705, 47706, 47726, 47826, 47827, 48043, 48053",,,,,
"48036",,,,"47683, 47705, 47706, 47726, 47826, 47827, 48043, 48053",,,,,
"48037",,,,"47683, 47705, 47706, 47726, 47826, 47827, 48043, 48053",,,,,
"48039","48040, 48041",,,,,,,,
"48043",,"47998",,"47726, 47826, 47827, 48035, 48036, 48037",,,,,
"48044",,"47625, 47850, 47909",,,,,,,
"48047",,,,"48017",,,,,
"48048",,,,"48017",,,,,
"48051",,,,"48029",,,,,
"48052",,,,"48029, 48051",,,,,
"48053",,,,"47827, 48035, 48036, 48037",,,,,
"48057","48058",,,,,,,,
"48059",,"48060, 48061, 48062, 48067, 48068, 48069",,,,,,"48060",
"48060",,"48059, 48061, 48062",,,,,,"48059",
"48061","48062","48059, 48060, 48062, 48067, 48068, 48069",,,,,,"48062",
"48062","48061","48059, 48060, 48061",,,,,,"48061",
"48067",,"48059, 48061, 48068, 48069",,,,"48068",,"48068, 48069",
"48068",,"48059, 48061",,,,"48067",,,
"48069",,"48059, 48061, 48067, 48068",,,,,,"48067, 48068",
"48081",,"48082",,,,,,,
"48082",,"48081",,,,,,,
"48136","48137, 48138, 48139, 48140, 48141",,,"48137, 48138, 48139, 48140, 48141",,,,,
"48137","48138, 48139, 48140, 48141",,,"48136, 48138, 48139, 48140, 48141",,,,,
"48138","48139, 48140, 48141",,,"48136, 48137, 48139, 48140, 48141",,,,,
"48139",,,,"48136, 48137, 48138, 48140, 48141",,,,,
"48140","48136, 48137, 48138, 48139",,,"48136, 48137, 48138, 48139, 48141",,,,,
"48141","48136, 48137, 48138, 48139, 48140",,,"48136, 48137, 48138, 48139, 48140",,,,,
"48148",,"48183",,,,,,,
"48160",,,,"48168, 48169",,,,,
"48161",,,,"48168, 48169",,,,,
"48162",,,,"48168, 48169",,,,,
"48163",,,,"48168, 48169",,,,,
"48168",,,,"48160, 48161, 48162, 48163",,,,,
"48169",,,,"48160, 48161, 48162, 48163",,,,,
"48171",,"48182",,,,,,,
"48180",,,,,,,,"48182",
"48181",,"48182",,,,,,"48182",
"48182",,"48171, 48181",,,,,,"48180, 48181",
"48183",,"48148",,,,,,,
"48194",,,"48195",,,,,,
"48195",,,"48194",,,,,,
"48238","48240","48240","48240",,,"48240",,,
"48240","48238","48238","48238",,,"48238",,,
"48248","48249, 48250",,,,,,,,
"48249",,,,"48250",,,,,
"48250","48248, 48249",,,"48249",,,,,
"48272",,,"48309, 48310, 48311, 48312, 48313, 48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345",,"48309, 48310",,,,"48309, 48310"
"48273",,,"48309, 48310, 48311, 48312, 48313, 48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345",,"48309, 48310",,,,"48309, 48310"
"48274","48311, 48312, 48313, 48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345",,"48309, 48310, 48311, 48312, 48313, 48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345",,"48309, 48310",,,,
"48275","48311, 48312, 48313, 48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345",,"48309, 48310, 48311, 48312, 48313, 48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345","48313, 48314",,,,,"48312, 48313"
"48276","48311, 48312, 48313, 48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345","48313, 48314, 48315","48309, 48310, 48311, 48312, 48313, 48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345","48313, 48314",,,"48313, 48314, 48315","48313, 48314, 48315","48312, 48313"
"48277","48311, 48312, 48313, 48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345","48313, 48314, 48315","48309, 48310, 48311, 48312, 48313, 48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345","48313, 48314","48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339","48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345","48313, 48314, 48315","48313, 48314, 48315","48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345"
"48278","48311, 48312, 48313, 48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345","48313, 48314, 48315","48309, 48310, 48311, 48312, 48313, 48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345",,"48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339","48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345","48313, 48314, 48315","48313, 48314, 48315","48314, 48315, 48316, 48317, 48318, 48319, 48320, 48321, 48322, 48323, 48324, 48325, 48326, 48327, 48328, 48329, 48330, 48331, 48332, 48333, 48334, 48335, 48336, 48337, 48338, 48339, 48340, 48341, 48342, 48343, 48344, 48345"
